author	title	publication_date	link	path	filename	document_id	entity_linking
	La belle cabaretière ou le procureur à la mode, comédie	1692	http://catalogue.bnf.fr/ark:/12148/cb38755561h	../TheatreLFSV2-downloaded/NER/bpt6k8529128.tar.gz.tei_segmented_ner.xml	bpt6k8529128.tar.gz.tei_segmented_ner.xml	bpt6k8529128	spacy_entity_fishing
Troterel, Pierre	Aristene pastorale . De l'invention de Pierre Troterel sieur d'Aves	1626	http://catalogue.bnf.fr/ark:/12148/cb393334206	../TheatreLFSV2-downloaded/NER/bpt6k10404294.tar.gz.tei_segmented_ner.xml	bpt6k10404294.tar.gz.tei_segmented_ner.xml	bpt6k10404294	spacy_entity_fishing
Frénicle, Nicolas	L'entretien des illustres bergers . Par N. Frenicle	1634	http://catalogue.bnf.fr/ark:/12148/cb30463778w	../TheatreLFSV2-downloaded/NER/btv1b86133580.tar.gz.tei_segmented_ner.xml	btv1b86133580.tar.gz.tei_segmented_ner.xml	btv1b86133580	spacy_entity_fishing
Racine, Jean	Bajazet, tragédie, par Mr Racine	1672	http://catalogue.bnf.fr/ark:/12148/cb31169124c	../TheatreLFSV2-downloaded/NER/btv1b8610814m.tar.gz.tei_segmented_ner.xml	btv1b8610814m.tar.gz.tei_segmented_ner.xml	btv1b8610814m	spacy_entity_fishing
Mary, Nicolas	Bélisaire, tragi-comédie . Dédié à monseigneur le comte de Bury	1641	http://catalogue.bnf.fr/ark:/12148/cb30330532h	../TheatreLFSV2-downloaded/NER/bpt6k57155059.tar.gz.tei_segmented_ner.xml	bpt6k57155059.tar.gz.tei_segmented_ner.xml	bpt6k57155059	spacy_entity_fishing
Molière	Psiché, tragédie ballet, par J.-B. P. Molière (P. Corneille et Quinault)	1673	http://catalogue.bnf.fr/ark:/12148/cb30271903x	../TheatreLFSV2-downloaded/NER/bpt6k1280564h.tar.gz.tei_segmented_ner.xml	bpt6k1280564h.tar.gz.tei_segmented_ner.xml	bpt6k1280564h	spacy_entity_fishing
Du Rocher	L'Indienne amoureuse, ou l'Heureux Naufrage, tragi-comédie	1636	http://catalogue.bnf.fr/ark:/12148/cb44729454v	../TheatreLFSV2-downloaded/NER/bpt6k10900242.tar.gz.tei_segmented_ner.xml	bpt6k10900242.tar.gz.tei_segmented_ner.xml	bpt6k10900242	spacy_entity_fishing
Péchantré, Nicolas	Geta, tragedie	1687	http://catalogue.bnf.fr/ark:/12148/cb31071744r	../TheatreLFSV2-downloaded/NER/bpt6k853024v.tar.gz.tei_segmented_ner.xml	bpt6k853024v.tar.gz.tei_segmented_ner.xml	bpt6k853024v	spacy_entity_fishing
Racine, Jean	La Thébayde, ou les Frères ennemis, tragédie [de J. Racine]	1664	http://catalogue.bnf.fr/ark:/12148/cb311694335	../TheatreLFSV2-downloaded/NER/btv1b8610808w.tar.gz.tei_segmented_ner.xml	btv1b8610808w.tar.gz.tei_segmented_ner.xml	btv1b8610808w	spacy_entity_fishing
Corneille, Pierre	Cinna ou la Clémence d'Auguste	1656	http://catalogue.bnf.fr/ark:/12148/cb38650348c	../TheatreLFSV2-downloaded/NER/bpt6k1280296f.tar.gz.tei_segmented_ner.xml	bpt6k1280296f.tar.gz.tei_segmented_ner.xml	bpt6k1280296f	spacy_entity_fishing
Somaize, Antoine Baudeau	Les Veritables Pretieuses, comédie	1660	http://catalogue.bnf.fr/ark:/12148/cb44729628v	../TheatreLFSV2-downloaded/NER/bpt6k1090193n.tar.gz.tei_segmented_ner.xml	bpt6k1090193n.tar.gz.tei_segmented_ner.xml	bpt6k1090193n	spacy_entity_fishing
Rousseau, Jean-Baptiste	Jason, ou la Toison d'or , tragédie représentée par l'Académie royale de musique	1696	http://catalogue.bnf.fr/ark:/12148/cb31257040t	../TheatreLFSV2-downloaded/NER/bpt6k15207270.tar.gz.tei_segmented_ner.xml	bpt6k15207270.tar.gz.tei_segmented_ner.xml	bpt6k15207270	spacy_entity_fishing
Du Peschier, Nicolas	La Comédie des comédies, traduite d'italien en langage de l'Orateur François	1629	http://catalogue.bnf.fr/ark:/12148/cb447294974	../TheatreLFSV2-downloaded/NER/bpt6k1090061b.tar.gz.tei_segmented_ner.xml	bpt6k1090061b.tar.gz.tei_segmented_ner.xml	bpt6k1090061b	spacy_entity_fishing
Boyer, Claude	Ulysse dans l'isle de Circé, ou Euriloche foudroyé . Tragicomédie, représentée sur le théâtre des machines du Marais...	1650	http://catalogue.bnf.fr/ark:/12148/cb30152167m	../TheatreLFSV2-downloaded/NER/bpt6k5738216j.tar.gz.tei_segmented_ner.xml	bpt6k5738216j.tar.gz.tei_segmented_ner.xml	bpt6k5738216j	spacy_entity_fishing
	Mélisse, tragi-comédie pastorale...	1658	http://catalogue.bnf.fr/ark:/12148/cb30959040c	../TheatreLFSV2-downloaded/NER/bpt6k1280578j.tar.gz.tei_segmented_ner.xml	bpt6k1280578j.tar.gz.tei_segmented_ner.xml	bpt6k1280578j	spacy_entity_fishing
Cotignon, Pierre	Les bocages du sieur de La Charnays . Pastorale ou lon void la fuite de Cirine, le duel de ses amants, les desdains & les ruses d'Amire, l'extravagance de Meliarque, la jalousie d'Eliandre, l'ardeur de Filenie, la froideur de Neristil, la vanité des charmes de Tholitris, sa mauvaise fin & les disgraces de Ponirot	1632	http://catalogue.bnf.fr/ark:/12148/cb39325355v	../TheatreLFSV2-downloaded/NER/bpt6k856878d.tar.gz.tei_segmented_ner.xml	bpt6k856878d.tar.gz.tei_segmented_ner.xml	bpt6k856878d	spacy_entity_fishing
Mairet, Jean	La Sophonisbe / tragédie de Mairet, dédiée à Monseigneur le garde des seaux [sic]	1635	http://catalogue.bnf.fr/ark:/12148/cb308628329	../TheatreLFSV2-downloaded/NER/bpt6k1097788.tar.gz.tei_segmented_ner.xml	bpt6k1097788.tar.gz.tei_segmented_ner.xml	bpt6k1097788	spacy_entity_fishing
Mairet, Jean	Chryséide et Arimand, tragi-comédie	1639	http://catalogue.bnf.fr/ark:/12148/cb447294823	../TheatreLFSV2-downloaded/NER/bpt6k10900457.tar.gz.tei_segmented_ner.xml	bpt6k10900457.tar.gz.tei_segmented_ner.xml	bpt6k10900457	spacy_entity_fishing
Heudon, Jean	Pyrrhe , tragédie, de Jean Heudon,... reveüe & recorrigée de nouveau	1620	http://catalogue.bnf.fr/ark:/12148/cb30602140d	../TheatreLFSV2-downloaded/NER/bpt6k5754196j.tar.gz.tei_segmented_ner.xml	bpt6k5754196j.tar.gz.tei_segmented_ner.xml	bpt6k5754196j	spacy_entity_fishing
Rayssiguier, De	Tragicomedie pastoralle, où les Amours d'Astrée et de Celadon, sont meslees à celles de Diane, de Silvandre & de Paris, avec les inconstances d'Hilas ; suivi de Autres Œuvres poëtiques du mesme autheur	1630	http://catalogue.bnf.fr/ark:/12148/cb44729723d	../TheatreLFSV2-downloaded/NER/bpt6k1090290r.tar.gz.tei_segmented_ner.xml	bpt6k1090290r.tar.gz.tei_segmented_ner.xml	bpt6k1090290r	spacy_entity_fishing
Puget de La Serre, Jean	Le nouveau Parnasse ou Les tragédies en prose de monsieur de La Serre, conseiller du Roy en ses conseils, & historiographe de France. Thomas Morus, ou Le triomphe de la foy et de la constance	1646	http://catalogue.bnf.fr/ark:/12148/cb39333446w	../TheatreLFSV2-downloaded/NER/bpt6k15106882.tar.gz.tei_segmented_ner.xml	bpt6k15106882.tar.gz.tei_segmented_ner.xml	bpt6k15106882	spacy_entity_fishing
Ferrier de La Martinière, Louis	Anne de Bretagne, reine de France, tragédie	1679	http://catalogue.bnf.fr/ark:/12148/cb447295304	../TheatreLFSV2-downloaded/NER/bpt6k10900939.tar.gz.tei_segmented_ner.xml	bpt6k10900939.tar.gz.tei_segmented_ner.xml	bpt6k10900939	spacy_entity_fishing
	L'essay des filles nouvelle comédie en trois actes...	1699	http://catalogue.bnf.fr/ark:/12148/cb38760411p	../TheatreLFSV2-downloaded/NER/bpt6k852915d.tar.gz.tei_segmented_ner.xml	bpt6k852915d.tar.gz.tei_segmented_ner.xml	bpt6k852915d	spacy_entity_fishing
	L'Amant doüillet, comédie	1666	http://catalogue.bnf.fr/ark:/12148/cb44729155c	../TheatreLFSV2-downloaded/NER/bpt6k10901000.tar.gz.tei_segmented_ner.xml	bpt6k10901000.tar.gz.tei_segmented_ner.xml	bpt6k10901000	spacy_entity_fishing
Scudéry, Georges de	Eudoxe, tragi-comédie	1642	http://catalogue.bnf.fr/ark:/12148/cb447295842	../TheatreLFSV2-downloaded/NER/bpt6k10901497.tar.gz.tei_segmented_ner.xml	bpt6k10901497.tar.gz.tei_segmented_ner.xml	bpt6k10901497	spacy_entity_fishing
Molière	Les Fourberies de Scapin, comédie par J.-B. P. Molière	1671	http://catalogue.bnf.fr/ark:/12148/cb30958636j	../TheatreLFSV2-downloaded/NER/btv1b8610792g.tar.gz.tei_segmented_ner.xml	btv1b8610792g.tar.gz.tei_segmented_ner.xml	btv1b8610792g	spacy_entity_fishing
Molière	Le Misantrope, comedie. Par J. B. P. de Moliere	1667	http://catalogue.bnf.fr/ark:/12148/cb45785639x	../TheatreLFSV2-downloaded/NER/bpt6k1280468t.tar.gz.tei_segmented_ner.xml	bpt6k1280468t.tar.gz.tei_segmented_ner.xml	bpt6k1280468t	spacy_entity_fishing
	Tragi-comédie des enfans de Turlupin, malheureux de nature , où l'on void les fortunes dudit Turlupin, le mariage d'entre luy et la Boulonnoise, et autres mille plaisantes joyeusetez qui trompent la morne oisiveté	1620	http://catalogue.bnf.fr/ark:/12148/cb33628260k	../TheatreLFSV2-downloaded/NER/btv1b86197053.tar.gz.tei_segmented_ner.xml	btv1b86197053.tar.gz.tei_segmented_ner.xml	btv1b86197053	spacy_entity_fishing
La Fontaine, Jean de	Je vous prens sans verd : comédie / [par La Fontaine et Champmeslé]	1699	http://catalogue.bnf.fr/ark:/12148/cb30716527n	../TheatreLFSV2-downloaded/NER/bpt6k1081483.tar.gz.tei_segmented_ner.xml	bpt6k1081483.tar.gz.tei_segmented_ner.xml	bpt6k1081483	spacy_entity_fishing
Chappuzeau, Samuel	Le colin-maillard . Comedie facetieuse, représentée sur le theatre royal de l'hostel de Bourgogne	1662	http://catalogue.bnf.fr/ark:/12148/cb30221870r	../TheatreLFSV2-downloaded/NER/bpt6k1040272f.tar.gz.tei_segmented_ner.xml	bpt6k1040272f.tar.gz.tei_segmented_ner.xml	bpt6k1040272f	spacy_entity_fishing
La Ferté, de	Le Carnaval de Lyon, comédie	1699	http://catalogue.bnf.fr/ark:/12148/cb39325189m	../TheatreLFSV2-downloaded/NER/bpt6k8569801.tar.gz.tei_segmented_ner.xml	bpt6k8569801.tar.gz.tei_segmented_ner.xml	bpt6k8569801	spacy_entity_fishing
Rotrou, Jean de	La Doristée, tragi-comédie du Sr Rotrou	1635	http://catalogue.bnf.fr/ark:/12148/cb31251867m	../TheatreLFSV2-downloaded/NER/btv1b8622127q.tar.gz.tei_segmented_ner.xml	btv1b8622127q.tar.gz.tei_segmented_ner.xml	btv1b8622127q	spacy_entity_fishing
Molière	Les Plaisirs de l'isle enchantée, ou la Princesse d'Élide, comédie de M. Molière	1668	http://catalogue.bnf.fr/ark:/12148/cb30958906f	../TheatreLFSV2-downloaded/NER/bpt6k1280451j.tar.gz.tei_segmented_ner.xml	bpt6k1280451j.tar.gz.tei_segmented_ner.xml	bpt6k1280451j	spacy_entity_fishing
	Le Retour de Jacques II à Paris, comédie	1696	http://catalogue.bnf.fr/ark:/12148/cb44729159r	../TheatreLFSV2-downloaded/NER/bpt6k1090231w.tar.gz.tei_segmented_ner.xml	bpt6k1090231w.tar.gz.tei_segmented_ner.xml	bpt6k1090231w	spacy_entity_fishing
La Fontaine, Jean de	Astrée , tragédie, par monsieur de La Fontaine. Représentée par l'Académie royale de musique	1691	http://catalogue.bnf.fr/ark:/12148/cb307165029	../TheatreLFSV2-downloaded/NER/bpt6k54487748.tar.gz.tei_segmented_ner.xml	bpt6k54487748.tar.gz.tei_segmented_ner.xml	bpt6k54487748	spacy_entity_fishing
Corneille, Pierre	Pompée, tragédie par P. Corneille	1682	http://catalogue.bnf.fr/ark:/12148/cb38650397k	../TheatreLFSV2-downloaded/NER/bpt6k1280304j.tar.gz.tei_segmented_ner.xml	bpt6k1280304j.tar.gz.tei_segmented_ner.xml	bpt6k1280304j	spacy_entity_fishing
Rotrou, Jean de	Les Ménechmes , comédie de Rotrou	1636	http://catalogue.bnf.fr/ark:/12148/cb312519071	../TheatreLFSV2-downloaded/NER/bpt6k5828942d.tar.gz.tei_segmented_ner.xml	bpt6k5828942d.tar.gz.tei_segmented_ner.xml	bpt6k5828942d	spacy_entity_fishing
Molière	Sganarelle, ou le cocu imaginaire. Comedie. Avec les argumens de chaque scene.	1663	http://catalogue.bnf.fr/ark:/12148/cb32457913w	../TheatreLFSV2-downloaded/NER/bpt6k1280401n.tar.gz.tei_segmented_ner.xml	bpt6k1280401n.tar.gz.tei_segmented_ner.xml	bpt6k1280401n	spacy_entity_fishing
Auvray, Jean	La Dorinde du Sr Auvray . Tragi-comédie. Dédiée à la Reine	1631	http://catalogue.bnf.fr/ark:/12148/cb30041092x	../TheatreLFSV2-downloaded/NER/bpt6k5831543j.tar.gz.tei_segmented_ner.xml	bpt6k5831543j.tar.gz.tei_segmented_ner.xml	bpt6k5831543j	spacy_entity_fishing
Troterel, Pierre	L'Amour triomphant, pastorale comique	1615	http://catalogue.bnf.fr/ark:/12148/cb44729472s	../TheatreLFSV2-downloaded/NER/bpt6k1090035v.tar.gz.tei_segmented_ner.xml	bpt6k1090035v.tar.gz.tei_segmented_ner.xml	bpt6k1090035v	spacy_entity_fishing
Scudéry, Georges de	Arminius, ou les Frères ennemis, tragi-comédie	1644	http://catalogue.bnf.fr/ark:/12148/cb447295811	../TheatreLFSV2-downloaded/NER/bpt6k10901460.tar.gz.tei_segmented_ner.xml	bpt6k10901460.tar.gz.tei_segmented_ner.xml	bpt6k10901460	spacy_entity_fishing
Puget de La Serre, Jean	Pandoste ou la Princesse malheureuse, tragédie en prose, divisée en deux journées	1631	http://catalogue.bnf.fr/ark:/12148/cb44729724r	../TheatreLFSV2-downloaded/NER/bpt6k10902915.tar.gz.tei_segmented_ner.xml	bpt6k10902915.tar.gz.tei_segmented_ner.xml	bpt6k10902915	spacy_entity_fishing
Molière	La Comtesse d'Escarbagnas, comédie...	1689	http://catalogue.bnf.fr/ark:/12148/cb386507563	../TheatreLFSV2-downloaded/NER/bpt6k1280409z.tar.gz.tei_segmented_ner.xml	bpt6k1280409z.tar.gz.tei_segmented_ner.xml	bpt6k1280409z	spacy_entity_fishing
Richemont-Banchereau, De	Les Passions esgarées, ou le Roman du temps, tragi-comédie, par le Sr de Richemont-Banchereau,...	1632	http://catalogue.bnf.fr/ark:/12148/cb312128400	../TheatreLFSV2-downloaded/NER/bpt6k5458862p.tar.gz.tei_segmented_ner.xml	bpt6k5458862p.tar.gz.tei_segmented_ner.xml	bpt6k5458862p	spacy_entity_fishing
Discret, L	Alizon, comédie Desdiée au jeunes veufves & aux vieilles filles	1637	http://catalogue.bnf.fr/ark:/12148/cb30344267h	../TheatreLFSV2-downloaded/NER/bpt6k58122453.tar.gz.tei_segmented_ner.xml	bpt6k58122453.tar.gz.tei_segmented_ner.xml	bpt6k58122453	spacy_entity_fishing
Robinet, Charles	Panégyrique de l'École des femmes, ou Conversation comique sur les œuvres de Mr de Molière	1664	http://catalogue.bnf.fr/ark:/12148/cb447296265	../TheatreLFSV2-downloaded/NER/bpt6k1090191t.tar.gz.tei_segmented_ner.xml	bpt6k1090191t.tar.gz.tei_segmented_ner.xml	bpt6k1090191t	spacy_entity_fishing
Molière	Le Malade imaginaire, comédie meslée de musique et de dance, par Mr de Molière	1674	http://catalogue.bnf.fr/ark:/12148/cb309586801	../TheatreLFSV2-downloaded/NER/bpt6k12805952.tar.gz.tei_segmented_ner.xml	bpt6k12805952.tar.gz.tei_segmented_ner.xml	bpt6k12805952	spacy_entity_fishing
Montfleury	La mort d'Asdrubal , tragédie du sieur de Montfleury,...	1647	http://catalogue.bnf.fr/ark:/12148/cb309711942	../TheatreLFSV2-downloaded/NER/bpt6k54495188.tar.gz.tei_segmented_ner.xml	bpt6k54495188.tar.gz.tei_segmented_ner.xml	bpt6k54495188	spacy_entity_fishing
Fontenelle, Bernard de	Psyché, tragédie représentée par l'Académie royale de musique. [Paroles de Th. Corneille et Fontenelle, musique de Lulli.]	1678	http://catalogue.bnf.fr/ark:/12148/cb30448248c	../TheatreLFSV2-downloaded/NER/bpt6k1521631v.tar.gz.tei_segmented_ner.xml	bpt6k1521631v.tar.gz.tei_segmented_ner.xml	bpt6k1521631v	spacy_entity_fishing
Lavalise, De	La farce des courtisans de Pluton et leur pèlerinage en son royaume	1649	http://catalogue.bnf.fr/ark:/12148/cb30753852s	../TheatreLFSV2-downloaded/NER/bpt6k5849655v.tar.gz.tei_segmented_ner.xml	bpt6k5849655v.tar.gz.tei_segmented_ner.xml	bpt6k5849655v	spacy_entity_fishing
Regnard, Jean-François	Le Distrait, comédie	1698	http://catalogue.bnf.fr/ark:/12148/cb447295068	../TheatreLFSV2-downloaded/NER/bpt6k10900709.tar.gz.tei_segmented_ner.xml	bpt6k10900709.tar.gz.tei_segmented_ner.xml	bpt6k10900709	spacy_entity_fishing
Ouville, Antoine d'	Les trahizons d'Arbiran , tragi-comédie, par M. Douville	1638	http://catalogue.bnf.fr/ark:/12148/cb31045905r	../TheatreLFSV2-downloaded/NER/bpt6k6272681r.tar.gz.tei_segmented_ner.xml	bpt6k6272681r.tar.gz.tei_segmented_ner.xml	bpt6k6272681r	spacy_entity_fishing
Rotrou, Jean de	Le Belissaire tragedie, de Mr de Rotrou.	1644	http://catalogue.bnf.fr/ark:/12148/cb31251850w	../TheatreLFSV2-downloaded/NER/btv1b8622116x.tar.gz.tei_segmented_ner.xml	btv1b8622116x.tar.gz.tei_segmented_ner.xml	btv1b8622116x	spacy_entity_fishing
Corneille, Pierre	Polyeucte martyr, tragédie de Monsr Corneille	1648	http://catalogue.bnf.fr/ark:/12148/cb38650370j	../TheatreLFSV2-downloaded/NER/bpt6k12803108.tar.gz.tei_segmented_ner.xml	bpt6k12803108.tar.gz.tei_segmented_ner.xml	bpt6k12803108	spacy_entity_fishing
Montluc, Adrien de	La comédie de proverbes . Pièce comique. Troisiesme édition	1654	http://catalogue.bnf.fr/ark:/12148/cb30972663d	../TheatreLFSV2-downloaded/NER/bpt6k5783946x.tar.gz.tei_segmented_ner.xml	bpt6k5783946x.tar.gz.tei_segmented_ner.xml	bpt6k5783946x	spacy_entity_fishing
Corneille, Thomas	Ariane , tragédie. Par T. Corneille	1672	http://catalogue.bnf.fr/ark:/12148/cb30272162g	../TheatreLFSV2-downloaded/NER/bpt6k5772310n.tar.gz.tei_segmented_ner.xml	bpt6k5772310n.tar.gz.tei_segmented_ner.xml	bpt6k5772310n	spacy_entity_fishing
Larivey, Pierre de	Les comédies facécieuses de Pierre de Larivey, champenois . A l'imitation des anciens Grecs, Latins, & modernes Italiens. A sçavoir, le Laquais, la Veuve, les Esprits, le Morfondu, les Escolliers	1611	http://catalogue.bnf.fr/ark:/12148/cb30741737x	../TheatreLFSV2-downloaded/NER/bpt6k65869952.tar.gz.tei_segmented_ner.xml	bpt6k65869952.tar.gz.tei_segmented_ner.xml	bpt6k65869952	spacy_entity_fishing
Lespine, Charles de	Le mariage d'Orphée, sa descente aux enfers, sa mort par les bacchantes . Tragédie : et autres oeuvres poétiques du sieur de Lespine,...	1623	http://catalogue.bnf.fr/ark:/12148/cb308037201	../TheatreLFSV2-downloaded/NER/bpt6k5744744m.tar.gz.tei_segmented_ner.xml	bpt6k5744744m.tar.gz.tei_segmented_ner.xml	bpt6k5744744m	spacy_entity_fishing
Mairet, Jean	La Silvanire, ou La morte-vive , du Sr Mairet, tragi-comédie pastorale... avec les figures de Michel Lasne	1631	http://catalogue.bnf.fr/ark:/12148/cb30862830m	../TheatreLFSV2-downloaded/NER/bpt6k56098141.tar.gz.tei_segmented_ner.xml	bpt6k56098141.tar.gz.tei_segmented_ner.xml	bpt6k56098141	spacy_entity_fishing
Scudéry, Georges de	Ibrahim ou l'Illustre Bassa, tragi-comédie	1643	http://catalogue.bnf.fr/ark:/12148/cb447296683	../TheatreLFSV2-downloaded/NER/bpt6k10902344.tar.gz.tei_segmented_ner.xml	bpt6k10902344.tar.gz.tei_segmented_ner.xml	bpt6k10902344	spacy_entity_fishing
Marcassus, Pierre de	Les pescheurs illustres	1648	http://catalogue.bnf.fr/ark:/12148/cb308765690	../TheatreLFSV2-downloaded/NER/bpt6k5811892h.tar.gz.tei_segmented_ner.xml	bpt6k5811892h.tar.gz.tei_segmented_ner.xml	bpt6k5811892h	spacy_entity_fishing
Molière	Les Femmes savantes, comédie, par J.-B. P. Molière	1673	http://catalogue.bnf.fr/ark:/12148/cb309586027	../TheatreLFSV2-downloaded/NER/bpt6k1280569k.tar.gz.tei_segmented_ner.xml	bpt6k1280569k.tar.gz.tei_segmented_ner.xml	bpt6k1280569k	spacy_entity_fishing
Corneille, Thomas	Festin de Pierre, comédie mise en vers sur la prose de feu Mr de Molière	1683	http://catalogue.bnf.fr/ark:/12148/cb44729625t	../TheatreLFSV2-downloaded/NER/bpt6k1090190d.tar.gz.tei_segmented_ner.xml	bpt6k1090190d.tar.gz.tei_segmented_ner.xml	bpt6k1090190d	spacy_entity_fishing
Basire, Gervais	La Princesse ou L'heureuse bergère . Pastoralle. De l'invention du sieur de Basire	1627	http://catalogue.bnf.fr/ark:/12148/cb30071124b	../TheatreLFSV2-downloaded/NER/bpt6k8572071.tar.gz.tei_segmented_ner.xml	bpt6k8572071.tar.gz.tei_segmented_ner.xml	bpt6k8572071	spacy_entity_fishing
Virey, Jean de	Tragedie de Jeanne d'Arques, dite la Pucelle d'Orleans	1611	http://catalogue.bnf.fr/ark:/12148/cb447296563	../TheatreLFSV2-downloaded/NER/bpt6k1090221h.tar.gz.tei_segmented_ner.xml	bpt6k1090221h.tar.gz.tei_segmented_ner.xml	bpt6k1090221h	spacy_entity_fishing
Vion, Charles de	La Pompe funèbre, ou Damon et Cloris, pastorale ; suivi de La Réforme du Royaume d'Amour	1634	http://catalogue.bnf.fr/ark:/12148/cb44729486g	../TheatreLFSV2-downloaded/NER/bpt6k1090049w.tar.gz.tei_segmented_ner.xml	bpt6k1090049w.tar.gz.tei_segmented_ner.xml	bpt6k1090049w	spacy_entity_fishing
Mareschal, André	Le jugement équitable de Charles le Hardy, dernier duc de Bourgogne, tragédie	1646	http://catalogue.bnf.fr/ark:/12148/cb308812602	../TheatreLFSV2-downloaded/NER/bpt6k5609968x.tar.gz.tei_segmented_ner.xml	bpt6k5609968x.tar.gz.tei_segmented_ner.xml	bpt6k5609968x	spacy_entity_fishing
Montauban, Jacques Pousset de	Indegonde, tragédie	1654	http://catalogue.bnf.fr/ark:/12148/cb447296772	../TheatreLFSV2-downloaded/NER/bpt6k1090244h.tar.gz.tei_segmented_ner.xml	bpt6k1090244h.tar.gz.tei_segmented_ner.xml	bpt6k1090244h	spacy_entity_fishing
Leven de Templery, Joseph	Jephté ou la Mort de Seïla, tragédie	1676	http://catalogue.bnf.fr/ark:/12148/cb44729483f	../TheatreLFSV2-downloaded/NER/bpt6k1090046n.tar.gz.tei_segmented_ner.xml	bpt6k1090046n.tar.gz.tei_segmented_ner.xml	bpt6k1090046n	spacy_entity_fishing
Bernard, Catherine	Brutus , tragedie	1691	http://catalogue.bnf.fr/ark:/12148/cb300550714	../TheatreLFSV2-downloaded/NER/bpt6k5734466w.tar.gz.tei_segmented_ner.xml	bpt6k5734466w.tar.gz.tei_segmented_ner.xml	bpt6k5734466w	spacy_entity_fishing
Corneille, Pierre	Cinna, ou la Clémence d'Auguste, tragédie (par P. Corneille)...	1643	http://catalogue.bnf.fr/ark:/12148/cb302715432	../TheatreLFSV2-downloaded/NER/bpt6k1280291c.tar.gz.tei_segmented_ner.xml	bpt6k1280291c.tar.gz.tei_segmented_ner.xml	bpt6k1280291c	spacy_entity_fishing
Corneille, Pierre	Oeuvres de Corneille. Première [-Troisième] partie	1652	http://catalogue.bnf.fr/ark:/12148/cb38650187q	../TheatreLFSV2-downloaded/NER/bpt6k12801963.tar.gz.tei_segmented_ner.xml	bpt6k12801963.tar.gz.tei_segmented_ner.xml	bpt6k12801963	spacy_entity_fishing
Molière	La princesse d'Élide : [intermèdes], comédie héroïque meslée de musique et d'entrée de ballet / [de Molière]	1692	http://catalogue.bnf.fr/ark:/12148/cb30958912c	../TheatreLFSV2-downloaded/NER/bpt6k1521139f.tar.gz.tei_segmented_ner.xml	bpt6k1521139f.tar.gz.tei_segmented_ner.xml	bpt6k1521139f	spacy_entity_fishing
La Morelle, de	Philine, ou L'amour contraire . Pastoralle. Dediee a madame la princesse de Guémené. Par le sieur de La Morelle	1630	http://catalogue.bnf.fr/ark:/12148/cb39325375g	../TheatreLFSV2-downloaded/NER/bpt6k856904s.tar.gz.tei_segmented_ner.xml	bpt6k856904s.tar.gz.tei_segmented_ner.xml	bpt6k856904s	spacy_entity_fishing
Regnard, Jean-François	La Sérénade , comédie	1695	http://catalogue.bnf.fr/ark:/12148/cb31188006b	../TheatreLFSV2-downloaded/NER/bpt6k4222962n.tar.gz.tei_segmented_ner.xml	bpt6k4222962n.tar.gz.tei_segmented_ner.xml	bpt6k4222962n	spacy_entity_fishing
Molière	Le Malade imaginaire, comedie en trois actes. Mélez de Danses & de Musique	1674	http://catalogue.bnf.fr/ark:/12148/cb45837714g	../TheatreLFSV2-downloaded/NER/bpt6k1280557c.tar.gz.tei_segmented_ner.xml	bpt6k1280557c.tar.gz.tei_segmented_ner.xml	bpt6k1280557c	spacy_entity_fishing
Bordelon, Laurent	Arlequin comedien aux Champs Elisées . Nouvelle historique, allegorique & comique	1692	http://catalogue.bnf.fr/ark:/12148/cb361244016	../TheatreLFSV2-downloaded/NER/bpt6k5815832g.tar.gz.tei_segmented_ner.xml	bpt6k5815832g.tar.gz.tei_segmented_ner.xml	bpt6k5815832g	spacy_entity_fishing
	L'Inconstant vaincu, pastorale en chansons	1661	http://catalogue.bnf.fr/ark:/12148/cb33429708r	../TheatreLFSV2-downloaded/NER/bpt6k8568033.tar.gz.tei_segmented_ner.xml	bpt6k8568033.tar.gz.tei_segmented_ner.xml	bpt6k8568033	spacy_entity_fishing
Quinault, Philippe	Isis : tragedie en musique, ornée d'entrées de ballet, de machines, & de changements de theatre / par Philippe Quinault ; musique de Jean-Baptiste Lully	1677	http://catalogue.bnf.fr/ark:/12148/cb41887695h	../TheatreLFSV2-downloaded/NER/bpt6k15205791.tar.gz.tei_segmented_ner.xml	bpt6k15205791.tar.gz.tei_segmented_ner.xml	bpt6k15205791	spacy_entity_fishing
Gillet de La Tessonerie	La comédie de Francion	1642	http://catalogue.bnf.fr/ark:/12148/cb305074439	../TheatreLFSV2-downloaded/NER/bpt6k1115609.tar.gz.tei_segmented_ner.xml	bpt6k1115609.tar.gz.tei_segmented_ner.xml	bpt6k1115609	spacy_entity_fishing
Molière	Les fascheux, comédie de J. B. P. Molière, représentée sur le théâtre du Palais Royal	1668	http://catalogue.bnf.fr/ark:/12148/cb38650891w	../TheatreLFSV2-downloaded/NER/bpt6k1280442k.tar.gz.tei_segmented_ner.xml	bpt6k1280442k.tar.gz.tei_segmented_ner.xml	bpt6k1280442k	spacy_entity_fishing
	Tragi-comedie plaisante et facetieuse. Intitulée la subtilité de Fanfreluche & Gaudichon, & comme il fut emporté par le Diable	Unknown	http://catalogue.bnf.fr/ark:/12148/cb424183650	../TheatreLFSV2-downloaded/NER/btv1b8619706h.tar.gz.tei_segmented_ner.xml	btv1b8619706h.tar.gz.tei_segmented_ner.xml	btv1b8619706h	spacy_entity_fishing
